antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'sepal_length_低', 'sepal_width_高'})","frozenset({'petal_length_低', 'petal_width_低'})",0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_width_中', 'petal_length_低'})",frozenset({'Iris-setosa'}),0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'Iris-setosa'})",frozenset({'petal_length_低'}),0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'Iris-versicolor', 'sepal_length_中', 'sepal_width_低'})",frozenset({'petal_width_中'}),0.16666666666666666,0.3466666666666667,0.16666666666666666,1.0,2.8846153846153846,1.0,0.10888888888888888,inf,0.7839999999999999,0.4807692307692307,1.0,0.7403846153846154
"frozenset({'petal_width_中', 'petal_length_中', 'sepal_length_中', 'sepal_width_低'})",frozenset({'Iris-versicolor'}),0.16,0.3333333333333333,0.16,1.0,3.0,1.0,0.10666666666666667,inf,0.7936507936507937,0.4800000000000001,1.0,0.74
"frozenset({'sepal_width_中', 'petal_width_高', 'sepal_length_高', 'Iris-virginica'})",frozenset({'petal_length_高'}),0.11333333333333333,0.30666666666666664,0.11333333333333333,1.0,3.2608695652173916,1.0,0.07857777777777777,inf,0.7819548872180451,0.3695652173913044,1.0,0.6847826086956522
"frozenset({'Iris-versicolor', 'petal_length_中', 'sepal_length_中', 'sepal_width_低'})",frozenset({'petal_width_中'}),0.16,0.3466666666666667,0.16,1.0,2.8846153846153846,1.0,0.10453333333333334,inf,0.7777777777777779,0.4615384615384615,1.0,0.7307692307692307
"frozenset({'petal_width_高', 'sepal_width_低'})",frozenset({'Iris-virginica'}),0.12,0.3333333333333333,0.12,1.0,3.0,1.0,0.08,inf,0.7575757575757576,0.36,1.0,0.6799999999999999
"frozenset({'sepal_length_高', 'sepal_width_中', 'Iris-virginica'})",frozenset({'petal_length_高'}),0.12,0.30666666666666664,0.12,1.0,3.2608695652173916,1.0,0.0832,inf,0.7878787878787878,0.391304347826087,1.0,0.6956521739130435
"frozenset({'sepal_length_高', 'petal_width_高', 'sepal_width_中'})",frozenset({'petal_length_高'}),0.12,0.30666666666666664,0.12,1.0,3.2608695652173916,1.0,0.0832,inf,0.7878787878787878,0.391304347826087,1.0,0.6956521739130435
"frozenset({'sepal_length_低', 'sepal_width_高'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_width_中', 'petal_width_低', 'sepal_length_低'})","frozenset({'Iris-setosa', 'petal_length_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_length_低', 'petal_width_低', 'sepal_width_高'})",frozenset({'Iris-setosa'}),0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_length_低', 'Iris-setosa', 'sepal_width_高'})","frozenset({'petal_length_低', 'petal_width_低'})",0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_length_低', 'Iris-setosa', 'petal_width_低', 'sepal_width_高'})",frozenset({'petal_length_低'}),0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_length_低', 'petal_length_低', 'petal_width_低', 'sepal_width_高'})",frozenset({'Iris-setosa'}),0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_width_中', 'petal_length_低'})","frozenset({'sepal_length_低', 'Iris-setosa', 'petal_width_低'})",0.10666666666666667,0.3,0.10666666666666667,1.0,3.3333333333333335,1.0,0.07466666666666667,inf,0.7835820895522388,0.35555555555555557,1.0,0.6777777777777778
"frozenset({'sepal_length_低', 'Iris-setosa', 'petal_length_低', 'sepal_width_高'})",frozenset({'petal_width_低'}),0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_length_低', 'petal_width_低', 'sepal_width_高'})","frozenset({'Iris-setosa', 'petal_length_低'})",0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_width_中', 'Iris-setosa'})","frozenset({'sepal_length_低', 'petal_length_低', 'petal_width_低'})",0.10666666666666667,0.3,0.10666666666666667,1.0,3.3333333333333335,1.0,0.07466666666666667,inf,0.7835820895522388,0.35555555555555557,1.0,0.6777777777777778
frozenset({'petal_width_低'}),frozenset({'petal_length_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'petal_length_低', 'sepal_width_高'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_length_低', 'Iris-setosa', 'sepal_width_高'})",frozenset({'petal_width_低'}),0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_width_中', 'petal_width_低'})","frozenset({'sepal_length_低', 'Iris-setosa', 'petal_length_低'})",0.10666666666666667,0.3,0.10666666666666667,1.0,3.3333333333333335,1.0,0.07466666666666667,inf,0.7835820895522388,0.35555555555555557,1.0,0.6777777777777778
"frozenset({'sepal_length_低', 'sepal_width_高'})","frozenset({'Iris-setosa', 'petal_length_低', 'petal_width_低'})",0.18,0.3333333333333333,0.18,1.0,3.0,1.0,0.12,inf,0.8130081300813007,0.54,1.0,0.77
"frozenset({'sepal_width_中', 'Iris-setosa', 'petal_length_低'})","frozenset({'sepal_length_低', 'petal_width_低'})",0.10666666666666667,0.3,0.10666666666666667,1.0,3.3333333333333335,1.0,0.07466666666666667,inf,0.7835820895522388,0.35555555555555557,1.0,0.6777777777777778
"frozenset({'sepal_width_中', 'petal_length_低', 'sepal_length_低'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'Iris-setosa', 'sepal_length_低'})","frozenset({'petal_length_低', 'petal_width_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'petal_length_低', 'petal_width_低'})","frozenset({'sepal_length_低', 'Iris-setosa'})",0.10666666666666667,0.3,0.10666666666666667,1.0,3.3333333333333335,1.0,0.07466666666666667,inf,0.7835820895522388,0.35555555555555557,1.0,0.6777777777777778
"frozenset({'sepal_width_中', 'Iris-setosa', 'petal_width_低'})","frozenset({'sepal_length_低', 'petal_length_低'})",0.10666666666666667,0.3,0.10666666666666667,1.0,3.3333333333333335,1.0,0.07466666666666667,inf,0.7835820895522388,0.35555555555555557,1.0,0.6777777777777778
"frozenset({'sepal_width_中', 'Iris-setosa', 'petal_length_低'})",frozenset({'petal_width_低'}),0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'petal_width_低'})","frozenset({'sepal_length_低', 'Iris-setosa'})",0.10666666666666667,0.3,0.10666666666666667,1.0,3.3333333333333335,1.0,0.07466666666666667,inf,0.7835820895522388,0.35555555555555557,1.0,0.6777777777777778
frozenset({'petal_length_低'}),frozenset({'Iris-setosa'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'Iris-setosa', 'petal_length_低'})",frozenset({'petal_width_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'petal_length_低', 'petal_width_低'})",frozenset({'Iris-setosa'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'petal_length_低', 'petal_width_低'})",frozenset({'Iris-setosa'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'Iris-setosa'})","frozenset({'petal_length_低', 'petal_width_低'})",0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
frozenset({'petal_width_低'}),frozenset({'Iris-setosa'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'petal_width_低'})",frozenset({'petal_length_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'petal_length_低'})",frozenset({'petal_width_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
frozenset({'Iris-setosa'}),"frozenset({'petal_length_低', 'petal_width_低'})",0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
frozenset({'petal_length_低'}),"frozenset({'Iris-setosa', 'petal_width_低'})",0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
frozenset({'petal_width_低'}),"frozenset({'Iris-setosa', 'petal_length_低'})",0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'petal_length_低'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'petal_width_低'})",frozenset({'Iris-setosa'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'Iris-setosa'})",frozenset({'petal_width_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'petal_width_低'})","frozenset({'Iris-setosa', 'petal_length_低'})",0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_width_中', 'petal_width_低'})","frozenset({'Iris-setosa', 'petal_length_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'petal_length_低'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'Iris-setosa'})","frozenset({'petal_length_低', 'petal_width_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
frozenset({'Iris-setosa'}),frozenset({'petal_length_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'Iris-versicolor', 'sepal_width_低'})",frozenset({'petal_width_中'}),0.22666666666666666,0.3466666666666667,0.22666666666666666,1.0,2.8846153846153846,1.0,0.14808888888888888,inf,0.8448275862068966,0.6538461538461537,1.0,0.8269230769230769
"frozenset({'sepal_width_中', 'petal_length_低', 'petal_width_低'})",frozenset({'Iris-setosa'}),0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'Iris-setosa', 'petal_width_低'})",frozenset({'petal_length_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'petal_width_中', 'petal_length_中', 'sepal_width_低'})",frozenset({'Iris-versicolor'}),0.22,0.3333333333333333,0.22,1.0,3.0,1.0,0.14666666666666667,inf,0.8547008547008547,0.6599999999999999,1.0,0.8300000000000001
frozenset({'Iris-setosa'}),frozenset({'petal_width_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'Iris-setosa', 'petal_length_低'})",frozenset({'petal_width_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'petal_length_低'})",frozenset({'Iris-setosa'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'Iris-setosa'})",frozenset({'petal_length_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'Iris-versicolor', 'petal_length_中', 'sepal_width_低'})",frozenset({'petal_width_中'}),0.22,0.3466666666666667,0.22,1.0,2.8846153846153846,1.0,0.14373333333333332,inf,0.8376068376068375,0.6346153846153846,1.0,0.8173076923076923
"frozenset({'petal_width_中', 'petal_length_中'})",frozenset({'Iris-versicolor'}),0.31333333333333335,0.3333333333333333,0.31333333333333335,1.0,3.0,1.0,0.2088888888888889,inf,0.970873786407767,0.94,1.0,0.97
"frozenset({'sepal_length_低', 'Iris-setosa', 'petal_width_低'})",frozenset({'petal_length_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
